Lupus-TR-3b,0.81,0.89,3.91405,0.0464,,transit,2007,6500,0.87,5000,The faintest ground-based detection of a transiting planet[5]
MOA-2007-BLG-192Lb,0.01,,,0.62,,microlensing,2008,3300,0.06,,
MOA-2007-BLG-400Lb,0.83,,,0.72,,microlensing,2008,19000,0.3,,
MOA-2008-BLG-310Lb,0.23,,,1.25,,microlensing,2009,20000,0.67,,
Mu Arae b,1.08,,643.25,1.497,,radial vel.,2000,49.8,1.08,5807,
Mu Arae c,1.814,,4205.8,5.235,,radial vel.,2004,49.8,1.08,5807,
Mu Arae d,0.03321,,9.6386,0.09094,,radial vel.,2004,49.8,1.08,5807,
Mu Arae e,0.5219,,310.55,0.921,,radial vel.,2006,49.8,1.08,5807,
NGC 2423-3 b,10.6,,714.3,2.1,,radial vel.,2007,2500,2.4,,
OGLE-2003-BLG-235Lb,2.6,,,4.3,,microlensing,2004,19000,0.63,,
OGLE-2005-BLG-169Lb,0.04436,,,3.5,,microlensing,2006,13000,0.69,,
OGLE-2005-BLG-390Lb,0.017,,3285,2.6,,microlensing,2005,22000,0.22,,
OGLE-2005-BLG-71Lb,3.8,,,3.6,,microlensing,2005,10000,0.46,,
OGLE-2006-BLG-109Lb,0.73,,1788.5,2.3,,microlensing,2008,4900,0.51,,
OGLE-2006-BLG-109Lc,0.27,,4927.5,4.5,,microlensing,2008,4900,0.51,,
OGLE-2007-BLG-368Lb,0.06,,,3.3,,microlensing,2009,19000,0.64,,
OGLE-TR-10b,0.62,1.25,3.101278,0.0434,,transit,2004,5000,1.14,5950,
OGLE-TR-56b,1.39,1.363,1.2119189,0.02383,,transit,2002,4900,1.23,6050,First planet discovered via transit[6]
OGLE-TR-111b,,1.019,4.0144463,0.0473,,transit,2004,5000,0.85,5040,
OGLE-TR-113b,1.26,1.093,1.4324752,0.02289,,transit,2004,2000,0.78,4790,
OGLE-TR-132b,1.18,1.2,1.689868,0.03035,,transit,2004,8200,1.3,6210,
OGLE-TR-182b,1.01,1.13,3.9791,0.051,,transit,2007,12700,1.14,5924,
OGLE-TR-211b,1.03,1.36,3.67724,0.051,,transit,2007,17300,1.33,6325,
OGLE2-TR-L9 b,4.5,1.61,2.4855335,0.0308,,transit,2008,2935,1.52,6933,
Oph 162225-240515 b,14,,7300000,243,,imaging,2006,410,0.02,2375,
Pi Mensae b,10.02,,2093.07,3.10,,radial vel.,2001,59.6,1.09,6037,
Pollux b,2.3,,589.64,1.64,,radial vel.,2006,33.7,2.1,4946,
PSR B1620-26 b,2.5,,,23,,timing,2003,12400,1.35,,Oldest exoplanet known[7]
Rho Indi b,1.82,,1256,2.32,,radial vel.,2002,86.5,1.15,,
SWEEPS-04,3.8,0.81,4.2,0.055,,transit,2006,28000,1.24,,
SWEEPS-11,9.7,1.13,1.796,0.03,,transit,2006,28000,1.1,,
Tau1 Gruis b,1.26,,1311,2.56,,radial vel.,2002,108.6,1.3,5999,
TrES-1b,0.752,1.067,3.030065,0.03925,,transit,2004,490,0.88,5230,
TrES-2b,1.197,1.247,2.47061317,0.0367,1455,transit,2006,690,0.98,5850,
TrES-3b,1.91,1.336,1.30618581,0.02282,,transit,2007,740,0.93,5650,
TrES-4b,0.494,1.838,3.55392771,0.0516,,transit,2007,1600,1.45,6295,
UScoCTIO 108 b,14,,,670,,imaging,2008,473 ± 6,0.06,2700,
V391 Pegasi b,3.2,,1170,1.7,,timing,2007,4600,0.5,29300,
WASP-1b,0.854,1.483,2.5199454,0.03889,,transit,2007,1330,1.24,,
WASP-2b,0.915,1.071,2.152226,0.03138,,transit,2007,540,0.89,5200,
WASP-3b,1.98,1.4,1.8468355,0.0315,,transit,2007,720,1.23,6400,
WASP-4b,1.216,1.33,1.33823251,,,transit,2007,980,0.89,5436,
WASP-5b,1.58,1.087,1.6284279,0.0267,,transit,2008,980,0.96,5700,
WASP-6b,0.485,1.23,3.36100208,0.0414,,transit,2009,1000,0.84,5375,
WASP-7b,0.96,1.33,4.954658,0.0618,,transit,2008,460,1.28,6400,
WASP-10b,3.15,1.08,3.0927616,0.03781,,transit,2008,290,0.75,4675,
WASP-11b,0.487,1.005,3.7224747,0.0435,,transit,2008,397,0.83,4980,
WASP-12b,1.47,1.9,1.0914203,0.0234,,transit,2008,871,1.43,6360,
WASP-13b,0.477,1.389,4.353011,0.05362,,transit,2009,510,1.09,5826,
WASP-14b,7.341,1.281,2.243752,0.036,,transit,2008,520,1.21,6475,
WASP-15b,0.542,1.428,3.7520656,0.0499,,transit,2009,1004,1.18,6300,
WASP-16b,0.855,1.008,3.1186009,0.0421,,transit,2009,680 ± 40,1.02,5700,
WASP-17b,0.486,1.991,3.735438,0.0515,,transit,2009,1300,1.31,6650,
WASP-18b,10.43,1.165,0.94145299,0.02026,,transit,2009,344.1,1.28,6400,
WASP-19b,1.069,1.392,0.78883899,0.01634,2077,transit,2009,820,0.9,5568,
Xi Aquilae b,2.8,,136.75,0.68,,radial vel.,2007,204.4,2.2,4780,
XO-1b,0.92,1.21,3.94150685,0.049,,transit,2006,560,1.03,5750,
XO-2Nb,0.597,1.019,2.61585922,0.03673,,transit,2007,475,0.97,5332,
XO-3b,11.79,1.217,3.1915239,0.0454,,transit,2007,570,1.21,6429,
XO-4b,1.78,1.33,4.1250828,,1641,transit,2008,960,1.32,5700,
XO-5b,1.19,1.14,4.1877558,0.0515,,transit,2008,850,1.04,5430,
